Date,Open,High,Low,Close,Volume,Adj Close
2014-01-02,78.150002,78.830002,77.93,78.239998,5318600,38.242768
2014-01-03,78.150002,78.629997,77.959999,78.029999,5597000,38.140123
2014-01-06,78.470001,78.599998,77.410004,77.43,6045800,37.846851
2014-01-07,77.709999,78.0,77.410004,77.489998,6769000,37.876177
2014-01-08,77.5,77.949997,76.93,77.089996,6897800,37.680661
2014-01-09,77.419998,77.459999,76.760002,77.089996,6263200,37.680661
2014-01-10,77.0,77.349998,76.699997,76.919998,5108000,37.597568
2014-01-13,76.830002,76.919998,75.0,75.18,8262400,36.747078
2014-01-14,75.099998,75.339996,74.650002,75.169998,7808400,36.742189
2014-01-15,75.25,75.730003,75.139999,75.43,5852400,36.869275
2014-01-16,75.230003,75.379997,74.349998,74.790001,4848000,36.556451
2014-01-17,74.599998,74.739998,73.379997,73.389999,9851800,35.872147
2014-01-21,74.139999,74.599998,73.410004,73.75,13147000,36.048111
2014-01-22,73.959999,74.059998,73.5,73.5,7424000,35.925914
2014-01-23,73.010002,73.18,72.019997,72.730003,9505200,35.549549
2014-01-24,72.290001,72.660004,71.639999,71.650002,9212000,35.021657
2014-01-27,71.910004,72.260002,71.720001,71.900002,11411600,35.143854
2014-01-28,72.290001,73.150002,72.150002,72.709999,9069200,35.539771
2014-01-29,72.309998,72.57,71.510002,71.769997,10488800,35.080309
2014-01-30,72.449997,74.199997,72.379997,73.940002,10438400,36.140982
2014-01-31,72.989998,73.309998,72.360001,72.849998,8652000,35.608201
2014-02-03,72.760002,72.790001,70.779999,70.879997,9516000,34.645288
2014-02-04,70.959999,71.239998,70.339996,70.510002,7004200,34.464439
2014-02-05,70.470001,70.860001,69.849998,70.599998,7366800,34.508428
2014-02-06,70.75,72.269997,70.5,71.510002,7358600,34.953227
2014-02-07,71.910004,72.849998,71.75,72.690002,6747200,35.529997
2014-02-10,72.730003,72.989998,72.120003,72.669998,6430400,35.520219
2014-02-11,72.650002,74.150002,72.449997,73.980003,8739400,36.160534
2014-02-12,74.309998,74.809998,73.839996,74.110001,6396200,36.224075
2014-02-13,73.830002,74.959999,73.739998,74.870003,6161400,36.595555
2014-02-14,74.870003,75.18,74.199997,75.07,6204800,36.693311
2014-02-18,75.139999,75.470001,74.900002,75.209999,5935600,36.761741
2014-02-19,74.610001,75.550003,74.610001,74.82,5401400,36.571114
2014-02-20,74.989998,75.75,74.860001,75.580002,5581600,36.942594
2014-02-21,75.389999,76.660004,75.360001,76.480003,8728600,37.382504
2014-02-24,76.589996,78.139999,76.489998,77.839996,11072200,38.047252
2014-02-25,77.730003,78.519997,77.57,78.110001,6844000,38.179227
2014-02-26,78.309998,79.059998,78.309998,78.419998,7917400,38.33075
2014-02-27,78.0,78.389999,77.480003,78.019997,6599200,38.252304
2014-02-28,77.900002,78.709999,77.610001,78.300003,6875200,38.389588
2014-03-03,77.629997,77.989998,76.550003,77.389999,6069200,37.943424
2014-03-04,78.57,79.050003,78.360001,78.620003,5661200,38.546481
2014-03-05,78.519997,78.599998,77.360001,77.419998,6733200,37.958132
2014-03-06,77.800003,78.389999,77.360001,78.220001,5536400,38.350364
2014-03-07,79.099998,80.089996,79.080002,79.459999,8930800,38.958321
2014-03-10,79.169998,79.360001,78.449997,78.980003,5344400,38.722985
2014-03-11,79.050003,79.620003,78.57,78.800003,4906600,38.634733
2014-03-12,78.099998,79.0,78.029999,78.970001,4296800,38.718081
2014-03-13,79.25,79.730003,78.330002,78.529999,8400400,38.502353
2014-03-14,78.290001,79.0,77.809998,78.32,6086000,38.399393
